Eid,Funding_Agency_Name,Subject_Field,Year
2-s2.0-85094843247,,2504,2019
2-s2.0-85094843247,,2508,2019
2-s2.0-85094843247,,2208,2019
2-s2.0-85069891461,,3505,2019
2-s2.0-85065510119,,1106,2019
2-s2.0-85065510119,,2404,2019
2-s2.0-85053145804,Chiang Mai University Chulalongkorn University Schlumberger for Petrel Thailand National Organization,1907,2019
2-s2.0-85053145804,Chiang Mai University Chulalongkorn University Schlumberger for Petrel Thailand National Organization,1904,2019
2-s2.0-85063263329,,1602,2019
2-s2.0-85063263329,,2103,2019
2-s2.0-85077846727,,3400,2019
2-s2.0-85079102942,,1702,2019
2-s2.0-85079102942,,1706,2019
2-s2.0-85079102942,,2207,2019
2-s2.0-85079102942,,2208,2019
2-s2.0-85074305732,"Ministry for Science, Education and Technological Development of Republic Serbia President Fund of National Institute",3614,2019
2-s2.0-85074305732,"Ministry for Science, Education and Technological Development of Republic Serbia President Fund of National Institute",3108,2019
2-s2.0-85074305732,"Ministry for Science, Education and Technological Development of Republic Serbia President Fund of National Institute",2741,2019
2-s2.0-85074305732,"Ministry for Science, Education and Technological Development of Republic Serbia President Fund of National Institute",2739,2019
2-s2.0-85074402046,,3106,2019
2-s2.0-85072999939,,2404,2019
2-s2.0-85072999939,,1105,2019
2-s2.0-85072999939,,2402,2019
2-s2.0-85054599435,,2216,2019
2-s2.0-85054599435,,1909,2019
2-s2.0-85054599435,,1111,2019
2-s2.0-85054599435,,1907,2019
2-s2.0-85073876087,Chulalongkorn University King Mongkut's University,1702,2019
2-s2.0-85073876087,Chulalongkorn University King Mongkut's University,1706,2019
2-s2.0-85073876087,Chulalongkorn University King Mongkut's University,1710,2019
2-s2.0-85073876087,Chulalongkorn University King Mongkut's University,1801,2019
2-s2.0-85073876087,Chulalongkorn University King Mongkut's University,2102,2019
2-s2.0-85073876087,Chulalongkorn University King Mongkut's University,2209,2019
2-s2.0-85073876087,Chulalongkorn University King Mongkut's University,2718,2019
2-s2.0-85064531267,Chulalongkorn University Institute Thailand National Organization,2201,2019
2-s2.0-85064531267,Chulalongkorn University Institute Thailand National Organization,3101,2019
2-s2.0-85061432522,,2733,2019
2-s2.0-85078411597,,1906,2019
2-s2.0-85067048587,Chulalongkorn University Thailand National Organization,1105,2019
2-s2.0-85067048587,Chulalongkorn University Thailand National Organization,1103,2019
2-s2.0-85067048587,Chulalongkorn University Thailand National Organization,1101,2019
2-s2.0-85067048587,Chulalongkorn University Thailand National Organization,1109,2019
2-s2.0-85067048587,Chulalongkorn University Thailand National Organization,1911,2019
2-s2.0-85085448386,,2700,2019
2-s2.0-85068110315,,2611,2019
2-s2.0-85068110315,,3301,2019
2-s2.0-85068110315,,1709,2019
2-s2.0-85071395565,,2900,2019
2-s2.0-85073707620,,1600,2019
2-s2.0-85073707620,,2500,2019
2-s2.0-85073707620,,3104,2019
2-s2.0-85067897990,,1102,2019
2-s2.0-85067897990,,2002,2019
2-s2.0-85065861352,,1503,2019
2-s2.0-85065861352,,1508,2019
2-s2.0-85056085391,"Center of Excellence in Materials Science and Technology, Chiang Mai University Chulalongkorn University Thailand National Organization",3004,2019
2-s2.0-85056085391,"Center of Excellence in Materials Science and Technology, Chiang Mai University Chulalongkorn University Thailand National Organization",3002,2019
2-s2.0-85073480047,,3500,2019
2-s2.0-85075036916,,1315,2019
2-s2.0-85075036916,,1303,2019
2-s2.0-85075036916,,1605,2019
2-s2.0-85075036916,,2605,2019
2-s2.0-85067179317,,3002,2019
2-s2.0-85056194820,,2734,2019
2-s2.0-85056194820,,2729,2019
2-s2.0-85054445261,Chulalongkorn University Naval Research Board,1602,2019
2-s2.0-85054445261,Chulalongkorn University Naval Research Board,1506,2019
2-s2.0-85064478761,Chulalongkorn University Faculty of Engineering Chulalongkorn University,3106,2019
2-s2.0-85064478761,Chulalongkorn University Faculty of Engineering Chulalongkorn University,2104,2019
2-s2.0-85073221169,,2200,2019
2-s2.0-85052102693,"Chulalongkorn University Department of Social and Environmental Medicine, Faculty of Tropical Medicine, Mahidol University Thailand National Organization",1105,2019
2-s2.0-85052102693,"Chulalongkorn University Department of Social and Environmental Medicine, Faculty of Tropical Medicine, Mahidol University Thailand National Organization",1103,2019
2-s2.0-85052102693,"Chulalongkorn University Department of Social and Environmental Medicine, Faculty of Tropical Medicine, Mahidol University Thailand National Organization",1311,2019
2-s2.0-85069742838,"Ministry of Science ICT and Future Planning Ministry of Trade, Industry & Energy National Research Foundation Shale Gas Plays in Western Canada",2103,2019
2-s2.0-85069742838,"Ministry of Science ICT and Future Planning Ministry of Trade, Industry & Energy National Research Foundation Shale Gas Plays in Western Canada",1909,2019
2-s2.0-85075031342,,1404,2019
2-s2.0-85075031342,,1710,2019
2-s2.0-85075031342,,1802,2019
2-s2.0-85077813551,,3100,2019
2-s2.0-85062982130,,2700,2019
2-s2.0-85064206214,,2700,2019
2-s2.0-85067195685,,1700,2019
2-s2.0-85067195685,,2500,2019
2-s2.0-85067195685,,2200,2019
2-s2.0-85078153573,,3004,2019
2-s2.0-85078153573,,3003,2019
2-s2.0-85055533858,,1106,2019
2-s2.0-85055533858,,1103,2019
2-s2.0-85071703411,,1000,2019
2-s2.0-85084226149,,2500,2019
2-s2.0-85066247138,,2500,2019
2-s2.0-85066247138,,3104,2019
2-s2.0-85066247138,,2211,2019
2-s2.0-85066247138,,2210,2019
2-s2.0-85015243919,,2601,2019
2-s2.0-85015243919,,3304,2019
2-s2.0-85015243919,,1709,2019
2-s2.0-85015243919,,1706,2019
2-s2.0-85064982099,Chulalongkorn University Thailand National Organization,1900,2019
2-s2.0-85063431017,,2104,2019
2-s2.0-85063431017,,2213,2019
2-s2.0-85063431017,,2102,2019
2-s2.0-85063431017,,2311,2019
2-s2.0-85067407472,JSPS Thailand National Organization,1105,2019
2-s2.0-85067407472,JSPS Thailand National Organization,2303,2019
2-s2.0-85067407472,JSPS Thailand National Organization,2309,2019
2-s2.0-85075062517,China Natural Science Foundation Priority Academic Program Development of Jiangsu High Education Institutions and High-tech Research Key laboratory of Zhenjiang,1107,2019
2-s2.0-85075062517,China Natural Science Foundation Priority Academic Program Development of Jiangsu High Education Institutions and High-tech Research Key laboratory of Zhenjiang,2105,2019
2-s2.0-85075062517,China Natural Science Foundation Priority Academic Program Development of Jiangsu High Education Institutions and High-tech Research Key laboratory of Zhenjiang,1102,2019
2-s2.0-85075062517,China Natural Science Foundation Priority Academic Program Development of Jiangsu High Education Institutions and High-tech Research Key laboratory of Zhenjiang,2311,2019
2-s2.0-85067363335,,2205,2019
2-s2.0-85067363335,,2215,2019
2-s2.0-85067363335,,2500,2019
2-s2.0-85077050811,,2700,2019
2-s2.0-85074097306,,1000,2019
2-s2.0-85068482297,BBSRC Chulalongkorn University John Innes Centre SAST Thailand National Organization,1605,2019
2-s2.0-85068482297,BBSRC Chulalongkorn University John Innes Centre SAST Thailand National Organization,2507,2019
2-s2.0-85068482297,BBSRC Chulalongkorn University John Innes Centre SAST Thailand National Organization,2505,2019
2-s2.0-85097671804,,2700,2019
2-s2.0-85065676157,,3614,2019
2-s2.0-85065676157,,2741,2019
2-s2.0-85065676157,,2715,2019
2-s2.0-85065676157,,2748,2019
2-s2.0-85062346155,,1305,2019
2-s2.0-85062346155,,1311,2019
2-s2.0-85065162337,,3106,2019
2-s2.0-85077453707,,3000,2019
2-s2.0-85068188127,,2404,2019
2-s2.0-85068188127,,2726,2019
2-s2.0-85072300230,,3612,2019
2-s2.0-85101912383,,1206,2019
2-s2.0-85101912383,,3322,2019
2-s2.0-85101912383,,2309,2019
2-s2.0-85101912383,,2308,2019
2-s2.0-85071105530,Chulalongkorn University Thailand National Organization,2504,2019
2-s2.0-85071105530,Chulalongkorn University Thailand National Organization,3104,2019
2-s2.0-85071105530,Chulalongkorn University Thailand National Organization,2211,2019
2-s2.0-85071105530,Chulalongkorn University Thailand National Organization,2210,2019
2-s2.0-85071105530,Chulalongkorn University Thailand National Organization,2506,2019
2-s2.0-85071105530,Chulalongkorn University Thailand National Organization,2505,2019
2-s2.0-85069913989,,3303,2019
2-s2.0-85069913989,,3312,2019
2-s2.0-85069913989,,2000,2019
2-s2.0-85066024897,German Research Foundation Suranaree University Thailand National Organization,1502,2019
2-s2.0-85066024897,German Research Foundation Suranaree University Thailand National Organization,3105,2019
2-s2.0-85066024897,German Research Foundation Suranaree University Thailand National Organization,1508,2019
2-s2.0-85066024897,German Research Foundation Suranaree University Thailand National Organization,1507,2019
2-s2.0-85050766406,ASAHI GLASS FOUNDATION Chulalongkorn University,2800,2019
2-s2.0-85050766406,ASAHI GLASS FOUNDATION Chulalongkorn University,3005,2019
2-s2.0-85066106684,"Chulalongkorn University Thailand National Organization The Graduate School, Chulalongkorn University",1304,2019
2-s2.0-85066106684,"Chulalongkorn University Thailand National Organization The Graduate School, Chulalongkorn University",1502,2019
2-s2.0-85066106684,"Chulalongkorn University Thailand National Organization The Graduate School, Chulalongkorn University",2502,2019
2-s2.0-85066106684,"Chulalongkorn University Thailand National Organization The Graduate School, Chulalongkorn University",2204,2019
2-s2.0-85085520572,,2707,2019
2-s2.0-85077298558,,2730,2019
2-s2.0-85077298558,,2741,2019
2-s2.0-85077298558,,1306,2019
2-s2.0-85069462515,"Chulalongkorn University Department of Periodontology, Faculty of Dentistry, Chulalongkorn University Thailand National Organization",3506,2019
2-s2.0-85063037528,,2720,2019
2-s2.0-85063037528,,2730,2019
2-s2.0-85063037528,,2741,2019
2-s2.0-85059339370,Chulalongkorn University Thailand National Organization,1305,2019
2-s2.0-85059339370,Chulalongkorn University Thailand National Organization,1106,2019
2-s2.0-85068956789,,1103,2019
2-s2.0-85068956789,,3400,2019
2-s2.0-85071660821,,1712,2019
2-s2.0-85071660821,,1709,2019
2-s2.0-85071660821,,1707,2019
2-s2.0-85071660821,,1705,2019
2-s2.0-85064902833,,3106,2019
2-s2.0-85070886322,Chinese Arctic and Antarctic Administration Information Technology Foundation Thailand National Organization,1000,2019
2-s2.0-85076266348,,2730,2019
2-s2.0-85076266348,,1306,2019
2-s2.0-85073703330,Chulalongkorn University Thailand Institute,1910,2019
2-s2.0-85073703330,Chulalongkorn University Thailand Institute,1104,2019
2-s2.0-85073703330,Chulalongkorn University Thailand Institute,2310,2019
2-s2.0-85059137079,,2105,2019
2-s2.0-85059137079,,2102,2019
2-s2.0-85079842074,,1712,2019
2-s2.0-85079842074,,1709,2019
2-s2.0-85079842074,,1707,2019
2-s2.0-85079842074,,1705,2019
2-s2.0-85086025052,,2715,2019
2-s2.0-85077555744,,3005,2019
2-s2.0-85077555744,,2300,2019
2-s2.0-85069440912,,2207,2019
2-s2.0-85069440912,,1700,2019
2-s2.0-85062910316,CBRC Center Chulalongkorn University Thailand National Organization,1907,2019
2-s2.0-85062910316,CBRC Center Chulalongkorn University Thailand National Organization,1906,2019
2-s2.0-85059016897,,2721,2019
2-s2.0-85059016897,,2715,2019
2-s2.0-85068898407,,2404,2019
2-s2.0-85068898407,,2723,2019
2-s2.0-85068898407,,2403,2019
2-s2.0-85068898407,,2726,2019
2-s2.0-85045511559,,2605,2019
2-s2.0-85064956808,,2701,2019
2-s2.0-85064956808,,3000,2019
2-s2.0-85064956808,,2736,2019
2-s2.0-85071065885,,2700,2019
2-s2.0-85073543690,,2740,2019
2-s2.0-85076266734,,1500,2019
2-s2.0-85079841061,,1712,2019
2-s2.0-85079841061,,1709,2019
2-s2.0-85079841061,,1707,2019
2-s2.0-85079841061,,1705,2019
2-s2.0-85059554222,AbbVie Abbott Bayer Bristol Myers Squibb Gilead MSD Roche,2721,2019
2-s2.0-85059554222,AbbVie Abbott Bayer Bristol Myers Squibb Gilead MSD Roche,2715,2019
2-s2.0-85077441477,,3304,2019
2-s2.0-85077441477,,1201,2019
2-s2.0-85068108014,,1203,2019
2-s2.0-85068108014,,3310,2019
2-s2.0-85101929331,,1206,2019
2-s2.0-85101929331,,3322,2019
2-s2.0-85101929331,,2309,2019
2-s2.0-85101929331,,2308,2019
2-s2.0-85072295316,Chulalongkorn University Thailand National Organization,2305,2019
2-s2.0-85072295316,Chulalongkorn University Thailand National Organization,2311,2019
2-s2.0-85072295316,Chulalongkorn University Thailand National Organization,2308,2019
2-s2.0-85069935033,,1304,2019
2-s2.0-85069935033,,1502,2019
2-s2.0-85069935033,,2502,2019
2-s2.0-85069935033,,3003,2019
2-s2.0-85069935033,,3002,2019
2-s2.0-85069935033,,1605,2019
2-s2.0-85070782750,,2712,2019
2-s2.0-85070782750,,1303,2019
2-s2.0-85070782750,,1313,2019
2-s2.0-85070782750,,1312,2019
2-s2.0-85070782750,,1310,2019
2-s2.0-85070782750,,1308,2019
2-s2.0-85070782750,,1307,2019
2-s2.0-85066111776,Chulalongkorn University KEMENRISTEKDIKTI,1602,2019
2-s2.0-85066111776,Chulalongkorn University KEMENRISTEKDIKTI,1313,2019
2-s2.0-85066111776,Chulalongkorn University KEMENRISTEKDIKTI,3004,2019
2-s2.0-85066111776,Chulalongkorn University KEMENRISTEKDIKTI,3003,2019
2-s2.0-85066111776,Chulalongkorn University KEMENRISTEKDIKTI,3002,2019
2-s2.0-85066111776,Chulalongkorn University KEMENRISTEKDIKTI,2707,2019
2-s2.0-85066111776,Chulalongkorn University KEMENRISTEKDIKTI,1605,2019
2-s2.0-85070097902,MINECO RUDN University,1602,2019
2-s2.0-85070097902,MINECO RUDN University,1601,2019
2-s2.0-85070097902,MINECO RUDN University,1313,2019
2-s2.0-85070097902,MINECO RUDN University,3003,2019
2-s2.0-85070097902,MINECO RUDN University,3002,2019
2-s2.0-85070097902,MINECO RUDN University,1606,2019
2-s2.0-85070097902,MINECO RUDN University,1605,2019
2-s2.0-85049356769,Thailand National Organization,2105,2019
2-s2.0-85040863759,,2404,2019
2-s2.0-85040863759,,1313,2019
2-s2.0-85040863759,,1312,2019
2-s2.0-85063862068,Chulalongkorn University Thailand National Organization,1602,2019
2-s2.0-85063862068,Chulalongkorn University Thailand National Organization,1106,2019
2-s2.0-85064968796,ASAHI GLASS FOUNDATION Chulalongkorn University,2706,2019
2-s2.0-85064968796,ASAHI GLASS FOUNDATION Chulalongkorn University,2727,2019
2-s2.0-85067455129,,1000,2019
2-s2.0-85075060781,,2723,2019
2-s2.0-85075060781,,1312,2019
2-s2.0-85075060781,,2400,2019
2-s2.0-85075060781,,2726,2019
2-s2.0-85075060781,,2725,2019
2-s2.0-85085726088,,2700,2019
2-s2.0-85077085511,Chulalongkorn University Energy Storage Cluster of Chulalongkorn University Hokkaido University Thailand National Organization,2105,2019
2-s2.0-85077085511,Chulalongkorn University Energy Storage Cluster of Chulalongkorn University Hokkaido University Thailand National Organization,2103,2019
2-s2.0-85077085511,Chulalongkorn University Energy Storage Cluster of Chulalongkorn University Hokkaido University Thailand National Organization,2102,2019
2-s2.0-85077085511,Chulalongkorn University Energy Storage Cluster of Chulalongkorn University Hokkaido University Thailand National Organization,2101,2019
2-s2.0-85077085511,Chulalongkorn University Energy Storage Cluster of Chulalongkorn University Hokkaido University Thailand National Organization,2606,2019
2-s2.0-85077085511,Chulalongkorn University Energy Storage Cluster of Chulalongkorn University Hokkaido University Thailand National Organization,2208,2019
2-s2.0-85074140280,,2405,2019
2-s2.0-85074140280,,3400,2019
2-s2.0-85068986259,Chulalongkorn University Thailand National Organization,2500,2019
2-s2.0-85068986259,Chulalongkorn University Thailand National Organization,3104,2019
2-s2.0-85076695425,,2210,2019
2-s2.0-85076695425,,2504,2019
2-s2.0-85076695425,,2508,2019
2-s2.0-85076695425,,3105,2019
2-s2.0-85065494200,Chulalongkorn University Thailand National Organization,1312,2019
2-s2.0-85065494200,Chulalongkorn University Thailand National Organization,1311,2019
2-s2.0-85059681158,,2729,2019
2-s2.0-85064612342,,3106,2019
2-s2.0-85064193969,Center Chulalongkorn University Thailand National Organization,2700,2019
2-s2.0-85067200942,,2700,2019
2-s2.0-85078155439,,1700,2019
2-s2.0-85055554891,,2720,2019
2-s2.0-85071687238,,1600,2019
2-s2.0-85071687238,,3002,2019
2-s2.0-85084206373,,2500,2019
2-s2.0-85066095262,,1104,2019
2-s2.0-85066095262,,1102,2019
2-s2.0-85072023007,,1503,2019
2-s2.0-85072023007,,1603,2019
2-s2.0-85075030210,China Natural Science Foundation China Postdoctoral Science Foundation Chinese Academy Provincial Science and Technology Plan Projects of Gansu Province Youth Science and Technology Foundation Youth Technology Fund Project of Gansu Province,2300,2019
2-s2.0-85067196504,Chulalongkorn University King Mongkut's University Thailand National Organization,1502,2019
2-s2.0-85067196504,Chulalongkorn University King Mongkut's University Thailand National Organization,1501,2019
2-s2.0-85067196504,Chulalongkorn University King Mongkut's University Thailand National Organization,1508,2019
2-s2.0-85056760703,Hunstman Petrochemical Corp. Institute Sasol North America Shell Global Solutions Thailand National Organization University,1500,2019
2-s2.0-85056760703,Hunstman Petrochemical Corp. Institute Sasol North America Shell Global Solutions Thailand National Organization University,1606,2019
2-s2.0-85056760703,Hunstman Petrochemical Corp. Institute Sasol North America Shell Global Solutions Thailand National Organization University,2508,2019
2-s2.0-85063979548,,2731,2019
2-s2.0-85062336997,National Eye Institute Pan-American Ophthalmological Foundation Research to Prevent Blindness Retina Research Foundation,2731,2019
2-s2.0-85062336997,National Eye Institute Pan-American Ophthalmological Foundation Research to Prevent Blindness Retina Research Foundation,2809,2019
2-s2.0-85062336997,National Eye Institute Pan-American Ophthalmological Foundation Research to Prevent Blindness Retina Research Foundation,2804,2019
2-s2.0-85072104903,,2500,2019
2-s2.0-85072104903,,2200,2019
2-s2.0-85046645686,Chulalongkorn University NIEHS/NIH New Jersey Agricultural Experiment Station Rutgers University Thailand National Organization,2302,2019
2-s2.0-85046645686,Chulalongkorn University NIEHS/NIH New Jersey Agricultural Experiment Station Rutgers University Thailand National Organization,2310,2019
2-s2.0-85046645686,Chulalongkorn University NIEHS/NIH New Jersey Agricultural Experiment Station Rutgers University Thailand National Organization,2307,2019
2-s2.0-85075028245,,2700,2019
2-s2.0-85069749123,,2720,2019
2-s2.0-85062921369,,2700,2019
2-s2.0-85077816228,,3100,2019
2-s2.0-85078414536,,3304,2019
2-s2.0-85078414536,,2200,2019
2-s2.0-85067086207,,1500,2019
2-s2.0-85068148189,,2702,2019
2-s2.0-85068148189,,2734,2019
2-s2.0-85085418896,,1101,2019
2-s2.0-85085418896,,1301,2019
2-s2.0-85085418896,,2301,2019
2-s2.0-85073752665,,3103,2019
2-s2.0-85073752665,,1912,2019
2-s2.0-85071385594,,2300,2019
2-s2.0-85058144806,Mayo Foundation National Health Research Institute National Institute,2723,2019
2-s2.0-85058144806,Mayo Foundation National Health Research Institute National Institute,2715,2019
2-s2.0-85056121029,,1403,2019
2-s2.0-85056121029,,3316,2019
2-s2.0-85056121029,,1706,2019
2-s2.0-85056121029,,1408,2019
2-s2.0-85056121029,,1405,2019
2-s2.0-85065734217,,1104,2019
2-s2.0-85065523854,,1305,2019
2-s2.0-85065523854,,1106,2019
2-s2.0-85065523854,,1500,2019
2-s2.0-85065523854,,2209,2019
2-s2.0-85065523854,,1406,2019
2-s2.0-85069876793,"Adolphe Merkle Foundation Center of Excellence on Petrochemical and Materials Technology , Chulalongkorn University Department of Science and Technology, Ministry of Science and Technology Ministry of Education Swiss Confederation Swiss National Foundation Thailand National Organization",1500,2019
2-s2.0-85069876793,"Adolphe Merkle Foundation Center of Excellence on Petrochemical and Materials Technology , Chulalongkorn University Department of Science and Technology, Ministry of Science and Technology Ministry of Education Swiss Confederation Swiss National Foundation Thailand National Organization",1605,2019
2-s2.0-85069876793,"Adolphe Merkle Foundation Center of Excellence on Petrochemical and Materials Technology , Chulalongkorn University Department of Science and Technology, Ministry of Science and Technology Ministry of Education Swiss Confederation Swiss National Foundation Thailand National Organization",2507,2019
2-s2.0-85069876793,"Adolphe Merkle Foundation Center of Excellence on Petrochemical and Materials Technology , Chulalongkorn University Department of Science and Technology, Ministry of Science and Technology Ministry of Education Swiss Confederation Swiss National Foundation Thailand National Organization",2505,2019
2-s2.0-85051667533,,2500,2019
2-s2.0-85051667533,,2211,2019
2-s2.0-85051667533,,2210,2019
2-s2.0-85063137635,Chulalongkorn University Thailand National Organization,2507,2019
2-s2.0-85063137635,Chulalongkorn University Thailand National Organization,1605,2019
2-s2.0-85063137635,Chulalongkorn University Thailand National Organization,2505,2019
2-s2.0-85078065052,,2721,2019
2-s2.0-85078065052,,1312,2019
2-s2.0-85079103983,,1702,2019
2-s2.0-85079103983,,1706,2019
2-s2.0-85079103983,,2207,2019
2-s2.0-85079103983,,2208,2019
2-s2.0-85074305022,"Chulalongkorn University Faculty of Medicine , Chiang Mai University Hirosaki University International Atomic Energy Agency Japan Society for the Promotion of Sciences Kasetsart University Thailand 9Hirosaki University Thailand National Organization",3614,2019
2-s2.0-85074305022,"Chulalongkorn University Faculty of Medicine , Chiang Mai University Hirosaki University International Atomic Energy Agency Japan Society for the Promotion of Sciences Kasetsart University Thailand 9Hirosaki University Thailand National Organization",3108,2019
2-s2.0-85074305022,"Chulalongkorn University Faculty of Medicine , Chiang Mai University Hirosaki University International Atomic Energy Agency Japan Society for the Promotion of Sciences Kasetsart University Thailand 9Hirosaki University Thailand National Organization",2741,2019
2-s2.0-85074305022,"Chulalongkorn University Faculty of Medicine , Chiang Mai University Hirosaki University International Atomic Energy Agency Japan Society for the Promotion of Sciences Kasetsart University Thailand 9Hirosaki University Thailand National Organization",2739,2019
2-s2.0-85079901860,,1712,2019
2-s2.0-85079901860,,1709,2019
2-s2.0-85079901860,,1707,2019
2-s2.0-85079901860,,1705,2019
2-s2.0-85072854179,Kaohsiung Medical University Ministry of Science and Technology in Taiwan,2726,2019
2-s2.0-85072854179,Kaohsiung Medical University Ministry of Science and Technology in Taiwan,2725,2019
2-s2.0-85054828004,,3612,2019
2-s2.0-85074626002,Chulalongkorn University National Research University Thailand National Organization,2719,2019
2-s2.0-85074626002,Chulalongkorn University National Research University Thailand National Organization,2739,2019
2-s2.0-85064570085,,3106,2019
2-s2.0-85061701704,Chulalongkorn University European Regional Development Fund FEDER Ministerio de Economia y Competitividad Polish National Science Centre Xunta de Galicia,3109,2019
2-s2.0-85061701704,Chulalongkorn University European Regional Development Fund FEDER Ministerio de Economia y Competitividad Polish National Science Centre Xunta de Galicia,2610,2019
2-s2.0-85068345041,,1404,2019
2-s2.0-85068345041,,1710,2019
2-s2.0-85068345041,,1802,2019
2-s2.0-85107180652,Chulalongkorn University Thailand National Organization,3400,2019
2-s2.0-85077153764,,1701,2019
2-s2.0-85077153764,,2602,2019
2-s2.0-85077153764,,2613,2019
2-s2.0-85077153764,,2612,2019
2-s2.0-85077153764,,2611,2019
2-s2.0-85077153764,,2607,2019
2-s2.0-85077153764,,2605,2019
2-s2.0-85077153764,,2604,2019
2-s2.0-85046171472,Chulalongkorn University Doctoral Degree Chulalongkorn University National Research University Thailand National Organization,2707,2019
2-s2.0-85070314846,,1000,2019
2-s2.0-85076688477,,2700,2019
2-s2.0-85096600361,,2201,2019
2-s2.0-85096600361,,2209,2019
2-s2.0-85096600361,,2210,2019
2-s2.0-85096600361,,3304,2019
2-s2.0-85061338683,Chulalongkorn University Thailand National Organization,1501,2019
2-s2.0-85061338683,Chulalongkorn University Thailand National Organization,2311,2019
2-s2.0-85061338683,Chulalongkorn University Thailand National Organization,2310,2019
2-s2.0-85061338683,Chulalongkorn University Thailand National Organization,1508,2019
2-s2.0-85078139162,,1300,2019
2-s2.0-85074711692,,3316,2019
2-s2.0-85074711692,,1202,2019
2-s2.0-85074711692,,1201,2019
2-s2.0-85074711692,,3301,2019
2-s2.0-85074711692,,3322,2019
2-s2.0-85074711692,,1208,2019
2-s2.0-85071540817,,1315,2019
2-s2.0-85071540817,,1303,2019
2-s2.0-85071540817,,1312,2019
2-s2.0-85071540817,,2002,2019
2-s2.0-85071540817,,2100,2019
2-s2.0-85062370131,,2203,2019
2-s2.0-85062370131,,2002,2019
2-s2.0-85062370131,,2210,2019
2-s2.0-85062370131,,1706,2019
2-s2.0-85062370131,,1408,2019
2-s2.0-85062147975,,3106,2019
2-s2.0-85066779511,,1300,2019
2-s2.0-85064722887,,2723,2019
2-s2.0-85064722887,,2403,2019
2-s2.0-85051368334,Thailand National Organization,1600,2019
2-s2.0-85051368334,Thailand National Organization,2500,2019
2-s2.0-85051368334,Thailand National Organization,3104,2019
2-s2.0-85051368334,Thailand National Organization,2211,2019
2-s2.0-85073735811,,1600,2019
2-s2.0-85073735811,,2600,2019
2-s2.0-85073735811,,2500,2019
2-s2.0-85073735811,,1300,2019
2-s2.0-85073735811,,3100,2019
2-s2.0-85058708803,,2727,2019
2-s2.0-85062726346,Chulalongkorn University Synchrotron Light Research Institute,2105,2019
2-s2.0-85073737515,,3005,2019
2-s2.0-85073737515,,2300,2019
2-s2.0-85072921156,Thailand National Organization Thammasat University,3104,2019
2-s2.0-85072921156,Thailand National Organization Thammasat University,1606,2019
2-s2.0-85072921156,Thailand National Organization Thammasat University,1604,2019
2-s2.0-85072921156,Thailand National Organization Thammasat University,2505,2019
2-s2.0-85071779124,,2713,2019
2-s2.0-85071779124,,2730,2019
2-s2.0-85071779124,,2739,2019
2-s2.0-85071779124,,1306,2019
2-s2.0-85051025631,,2209,2019
2-s2.0-85051025631,,1802,2019
2-s2.0-85064563938,"Chulalongkorn University Faculty of Medicine and Graduate School, Chulalongkorn University University",1000,2019
2-s2.0-85088408001,"Department of Civil Engineering, Chulalongkorn University",2205,2019
2-s2.0-85088408001,"Department of Civil Engineering, Chulalongkorn University",2215,2019
2-s2.0-85071771474,,2701,2019
2-s2.0-85062964364,,1000,2019
2-s2.0-85082699817,Chulalongkorn University,1712,2019
2-s2.0-85082699817,Chulalongkorn University,1709,2019
2-s2.0-85082699817,Chulalongkorn University,1707,2019
2-s2.0-85082699817,Chulalongkorn University,1705,2019
2-s2.0-85069924131,,3400,2019
2-s2.0-85063605347,Olympus Corporation Takeda Pharmaceutical Company Limited,2741,2019
2-s2.0-85063605347,Olympus Corporation Takeda Pharmaceutical Company Limited,2715,2019
2-s2.0-85060091264,,2746,2019
2-s2.0-85076261344,,1700,2019
2-s2.0-85055860374,,2732,2019
2-s2.0-85072534477,,1600,2019
2-s2.0-85072534477,,1500,2019
2-s2.0-85073083806,,1304,2019
2-s2.0-85073083806,,1314,2019
2-s2.0-85062214400,,2606,2019
2-s2.0-85062214400,,1701,2019
2-s2.0-85062214400,,1705,2019
2-s2.0-85062214400,,1708,2019
2-s2.0-85062214400,,1710,2019
2-s2.0-85062214400,,2208,2019
2-s2.0-85062214400,,3105,2019
2-s2.0-85065289835,,3400,2019
2-s2.0-85071710905,,2404,2019
2-s2.0-85071710905,,2403,2019
2-s2.0-85071710905,,1109,2019
2-s2.0-85071710905,,2406,2019
2-s2.0-85072208968,,2205,2019
2-s2.0-85072208968,,3313,2019
2-s2.0-85072208968,,1909,2019
2-s2.0-85075599136,Center Chulalongkorn University Thailand National Organization,1000,2019
2-s2.0-85068656333,,1305,2019
2-s2.0-85068656333,,1500,2019
2-s2.0-85068656333,,2105,2019
2-s2.0-85068656333,,2103,2019
2-s2.0-85068656333,,2311,2019
2-s2.0-85068656333,,2310,2019
2-s2.0-85068656333,,1605,2019
2-s2.0-85068656333,,1604,2019
2-s2.0-85047934562,,2708,2019
2-s2.0-85066635415,,2209,2019
2-s2.0-85066635415,,1801,2019
2-s2.0-85058454362,ASAHI GLASS FOUNDATION Chulalongkorn University Thailand National Organization,2800,2019
2-s2.0-85058454362,ASAHI GLASS FOUNDATION Chulalongkorn University Thailand National Organization,3005,2019
2-s2.0-85069052281,,1602,2019
2-s2.0-85069052281,,1500,2019
2-s2.0-85069052281,,2200,2019
2-s2.0-85057785968,,2002,2019
2-s2.0-85074237919,,1702,2019
