Eid,Funding_Agency_Name,Subject_Field,Year
2-s2.0-85010015810,,1303,2018
2-s2.0-85010015810,,3005,2018
2-s2.0-85010015810,,3004,2018
2-s2.0-85010015810,,2307,2018
2-s2.0-85046530585,,2800,2018
2-s2.0-85046530585,,3005,2018
2-s2.0-85047352543,,1500,2018
2-s2.0-85067075989,,1906,2018
2-s2.0-85056255685,Chulalongkorn University Thailand National Organization,2200,2018
2-s2.0-85037527871,Chulalongkorn University,2504,2018
2-s2.0-85037527871,Chulalongkorn University,3110,2018
2-s2.0-85037527871,Chulalongkorn University,2508,2018
2-s2.0-85037527871,Chulalongkorn University,2506,2018
2-s2.0-85037527871,Chulalongkorn University,2505,2018
2-s2.0-85053682004,,3306,2018
2-s2.0-85053682004,,2905,2018
2-s2.0-85053682004,,2739,2018
2-s2.0-85054042373,,2701,2018
2-s2.0-84976902133,,2503,2018
2-s2.0-84976902133,,1600,2018
2-s2.0-84976902133,,2507,2018
2-s2.0-84976902133,,2505,2018
2-s2.0-85033223295,AEC Thailand National Organization Thammasat University,2305,2018
2-s2.0-85033223295,AEC Thailand National Organization Thammasat University,2304,2018
2-s2.0-85033223295,AEC Thailand National Organization Thammasat University,1500,2018
2-s2.0-85033223295,AEC Thailand National Organization Thammasat University,2105,2018
2-s2.0-85033223295,AEC Thailand National Organization Thammasat University,2312,2018
2-s2.0-85033223295,AEC Thailand National Organization Thammasat University,2311,2018
2-s2.0-85033223295,AEC Thailand National Organization Thammasat University,2300,2018
2-s2.0-85045183447,"Center of Excellence on Petrochemicals and Materials Technology Chulalongkorn University Institute Procter & Gamble, Sasol (USA) Corporation Shell Thailand National Organization University",1600,2018
2-s2.0-85045183447,"Center of Excellence on Petrochemicals and Materials Technology Chulalongkorn University Institute Procter & Gamble, Sasol (USA) Corporation Shell Thailand National Organization University",1500,2018
2-s2.0-85045183447,"Center of Excellence on Petrochemicals and Materials Technology Chulalongkorn University Institute Procter & Gamble, Sasol (USA) Corporation Shell Thailand National Organization University",1508,2018
2-s2.0-85045183447,"Center of Excellence on Petrochemicals and Materials Technology Chulalongkorn University Institute Procter & Gamble, Sasol (USA) Corporation Shell Thailand National Organization University",1506,2018
2-s2.0-85047652244,"Research and Development Institute, Silpakorn University Silpakorn University Thailand National Organization",1305,2018
2-s2.0-85047652244,"Research and Development Institute, Silpakorn University Silpakorn University Thailand National Organization",1502,2018
2-s2.0-85047652244,"Research and Development Institute, Silpakorn University Silpakorn University Thailand National Organization",1303,2018
2-s2.0-85047652244,"Research and Development Institute, Silpakorn University Silpakorn University Thailand National Organization",2402,2018
2-s2.0-85041619225,Chulalongkorn University Thailand National Organization,1314,2018
2-s2.0-85041619225,Chulalongkorn University Thailand National Organization,1311,2018
2-s2.0-85041619225,Chulalongkorn University Thailand National Organization,1110,2018
2-s2.0-85058316853,,3315,2018
2-s2.0-85058316853,,1203,2018
2-s2.0-85058316853,,3310,2018
2-s2.0-85020480998,,3504,2018
2-s2.0-85020480998,,3501,2018
2-s2.0-85041534447,CBRC Center Chulalongkorn University Thailand National Organization,2500,2018
2-s2.0-85041534447,CBRC Center Chulalongkorn University Thailand National Organization,2211,2018
2-s2.0-85041534447,CBRC Center Chulalongkorn University Thailand National Organization,2210,2018
2-s2.0-85054843179,,1705,2018
2-s2.0-85054843179,,1707,2018
2-s2.0-85054843179,,1708,2018
2-s2.0-85054843179,,1702,2018
2-s2.0-85042584759,"Chulalongkorn University Kasetsart University National Research Council of Thailand and Health System Research Institute Ratchadaphiseksomphot Endowment Fund of the Faculty of Medicine, Chulalongkorn University Thailand National Organization USAID",2406,2018
2-s2.0-85042584759,"Chulalongkorn University Kasetsart University National Research Council of Thailand and Health System Research Institute Ratchadaphiseksomphot Endowment Fund of the Faculty of Medicine, Chulalongkorn University Thailand National Organization USAID",2725,2018
2-s2.0-85046688382,,2201,2018
2-s2.0-85046688382,,3101,2018
2-s2.0-85055312528,,1202,2018
2-s2.0-85055312528,,3308,2018
2-s2.0-85049401287,,2731,2018
2-s2.0-85055706392,,2721,2018
2-s2.0-85092590734,,2700,2018
2-s2.0-85045732767,Chulalongkorn University Thailand National Organization,2404,2018
2-s2.0-85045732767,Chulalongkorn University Thailand National Organization,2725,2018
2-s2.0-85051840032,,3106,2018
2-s2.0-85045091334,,3106,2018
2-s2.0-85045737563,AEI/FEDER Spanish State Research Agency Thailand National Organization,1602,2018
2-s2.0-85052494724,,3002,2018
2-s2.0-85052494724,,1605,2018
2-s2.0-85053439955,,1909,2018
2-s2.0-85053439955,,1706,2018
2-s2.0-85029507390,Chulalongkorn University SAST Thailand National Organization,1602,2018
2-s2.0-85064394619,Cosmetology Research Foundation Sumitomo Foundation,1305,2018
2-s2.0-85064394619,Cosmetology Research Foundation Sumitomo Foundation,1315,2018
2-s2.0-85064394619,Cosmetology Research Foundation Sumitomo Foundation,1301,2018
2-s2.0-85050810403,Thailand National Organization Thammasat University,1315,2018
2-s2.0-85050810403,Thailand National Organization Thammasat University,1303,2018
2-s2.0-85050810403,Thailand National Organization Thammasat University,1312,2018
2-s2.0-85050810403,Thailand National Organization Thammasat University,2002,2018
2-s2.0-85050810403,Thailand National Organization Thammasat University,2100,2018
2-s2.0-85042358246,"Chulalongkorn University Faculty of Medicine , Chiang Mai University Faculty of Medicine, Khon Kaen University Health System Research Institute Mahidol University Prince of Songkla University Thailand National Organization",2700,2018
2-s2.0-85049139765,,2700,2018
2-s2.0-85041519189,National Research University Thailand National Organization,1103,2018
2-s2.0-85048852055,,2507,2018
2-s2.0-85048852055,,1605,2018
2-s2.0-85048852055,,2505,2018
2-s2.0-85040372659,Chulalongkorn University,1602,2018
2-s2.0-85040372659,Chulalongkorn University,1313,2018
2-s2.0-85040372659,Chulalongkorn University,3004,2018
2-s2.0-85040372659,Chulalongkorn University,3003,2018
2-s2.0-85040372659,Chulalongkorn University,3002,2018
2-s2.0-85040372659,Chulalongkorn University,2707,2018
2-s2.0-85040372659,Chulalongkorn University,1605,2018
2-s2.0-85056142332,Chulalongkorn University National Research University Thailand National Organization,1305,2018
2-s2.0-85056142332,Chulalongkorn University National Research University Thailand National Organization,2746,2018
2-s2.0-85056142332,Chulalongkorn University National Research University Thailand National Organization,2204,2018
2-s2.0-85056142332,Chulalongkorn University National Research University Thailand National Organization,2718,2018
2-s2.0-85053448876,BBSRC Chulalongkorn University John Innes Centre Thailand National Organization,1314,2018
2-s2.0-85053448876,BBSRC Chulalongkorn University John Innes Centre Thailand National Organization,1311,2018
2-s2.0-85053448876,BBSRC Chulalongkorn University John Innes Centre Thailand National Organization,1110,2018
2-s2.0-85055145038,,3400,2018
2-s2.0-85037859579,NIH NIH NIDDK,2748,2018
2-s2.0-85037812126,,2900,2018
2-s2.0-85037812126,,2728,2018
2-s2.0-85037812126,,2703,2018
2-s2.0-85050864383,Pakistan-United States Science and Technology Cooperation Program Thailand National Organization,1305,2018
2-s2.0-85050864383,Pakistan-United States Science and Technology Cooperation Program Thailand National Organization,1502,2018
2-s2.0-85050864383,Pakistan-United States Science and Technology Cooperation Program Thailand National Organization,2402,2018
2-s2.0-85050864383,Pakistan-United States Science and Technology Cooperation Program Thailand National Organization,2400,2018
2-s2.0-85050864383,Pakistan-United States Science and Technology Cooperation Program Thailand National Organization,3004,2018
2-s2.0-85055752021,,2402,2018
2-s2.0-85055752021,,2726,2018
2-s2.0-85055752021,,2725,2018
2-s2.0-85051326383,,2200,2018
2-s2.0-85042708303,,2406,2018
2-s2.0-85042708303,,2725,2018
2-s2.0-85050195928,Chulalongkorn University Thailand National Organization,1502,2018
2-s2.0-85050195928,Chulalongkorn University Thailand National Organization,2305,2018
2-s2.0-85050195928,Chulalongkorn University Thailand National Organization,2105,2018
2-s2.0-85050195928,Chulalongkorn University Thailand National Organization,2311,2018
2-s2.0-85062801280,,1712,2018
2-s2.0-85062801280,,1709,2018
2-s2.0-85062801280,,1707,2018
2-s2.0-85062801280,,1705,2018
2-s2.0-85045964602,,1300,2018
2-s2.0-85040964325,,3100,2018
2-s2.0-85051248599,,2700,2018
2-s2.0-85046819493,Chulalongkorn University Thailand National Organization,3400,2018
2-s2.0-85059248986,,2723,2018
2-s2.0-85059248986,,2403,2018
2-s2.0-85147652564,Chulalongkorn University,2719,2018
2-s2.0-85147652564,Chulalongkorn University,2739,2018
2-s2.0-85048230209,,3100,2018
2-s2.0-85053198491,,1600,2018
2-s2.0-85053198491,,2500,2018
2-s2.0-85053198491,,2200,2018
2-s2.0-85035000126,NSFC National Natural Science Foundation SKLWUT Social Development Project of Jiangsu Province,1600,2018
2-s2.0-85035000126,NSFC National Natural Science Foundation SKLWUT Social Development Project of Jiangsu Province,3104,2018
2-s2.0-85035000126,NSFC National Natural Science Foundation SKLWUT Social Development Project of Jiangsu Province,3100,2018
2-s2.0-85035000126,NSFC National Natural Science Foundation SKLWUT Social Development Project of Jiangsu Province,3110,2018
2-s2.0-85035000126,NSFC National Natural Science Foundation SKLWUT Social Development Project of Jiangsu Province,2508,2018
2-s2.0-85047417336,Chulalongkorn University Thailand National Organization,2205,2018
2-s2.0-85047417336,Chulalongkorn University Thailand National Organization,2215,2018
2-s2.0-85047417336,Chulalongkorn University Thailand National Organization,2310,2018
2-s2.0-85047417336,Chulalongkorn University Thailand National Organization,2210,2018
2-s2.0-85047417336,Chulalongkorn University Thailand National Organization,2209,2018
2-s2.0-85047417336,Chulalongkorn University Thailand National Organization,2208,2018
2-s2.0-85045118984,Chulalongkorn University Mahidol University Thailand National Organization,2720,2018
2-s2.0-85045118984,Chulalongkorn University Mahidol University Thailand National Organization,2725,2018
2-s2.0-85041953513,Center Chulalongkorn University Thailand National Organization,1600,2018
2-s2.0-85041953513,Center Chulalongkorn University Thailand National Organization,1500,2018
2-s2.0-85041953513,Center Chulalongkorn University Thailand National Organization,2209,2018
2-s2.0-85060045371,Chulalongkorn University Thailand National Organization,1701,2018
2-s2.0-85060045371,Chulalongkorn University Thailand National Organization,2201,2018
2-s2.0-85060045371,Chulalongkorn University Thailand National Organization,2604,2018
2-s2.0-85054007220,,1705,2018
2-s2.0-85054007220,,2205,2018
2-s2.0-85054007220,,2210,2018
2-s2.0-85054007220,,2211,2018
2-s2.0-85054007220,,2213,2018
2-s2.0-85054007220,,2206,2018
2-s2.0-85028968808,JICA Thailand National Organization,2504,2018
2-s2.0-85028968808,JICA Thailand National Organization,2208,2018
2-s2.0-85051952905,Chulalongkorn University,1605,2018
2-s2.0-85051952905,Chulalongkorn University,2507,2018
2-s2.0-85051952905,Chulalongkorn University,2505,2018
2-s2.0-85030855901,Center Chulalongkorn University Thailand National Organization,1600,2018
2-s2.0-85030855901,Center Chulalongkorn University Thailand National Organization,2500,2018
2-s2.0-85030855901,Center Chulalongkorn University Thailand National Organization,3104,2018
2-s2.0-85030855901,Center Chulalongkorn University Thailand National Organization,2211,2018
2-s2.0-85057279478,,3004,2018
2-s2.0-85057279478,,3003,2018
2-s2.0-85057279478,,3002,2018
2-s2.0-85042885879,Chulalongkorn University Thailand National Organization,2504,2018
2-s2.0-85042885879,Chulalongkorn University Thailand National Organization,3105,2018
2-s2.0-85042885879,Chulalongkorn University Thailand National Organization,3104,2018
2-s2.0-85042885879,Chulalongkorn University Thailand National Organization,2508,2018
2-s2.0-85042885879,Chulalongkorn University Thailand National Organization,2506,2018
2-s2.0-85042885879,Chulalongkorn University Thailand National Organization,2208,2018
2-s2.0-85042885879,Chulalongkorn University Thailand National Organization,2505,2018
2-s2.0-85078621193,,2700,2018
2-s2.0-85065677264,,2209,2018
2-s2.0-85065677264,,1702,2018
2-s2.0-85056123799,,1108,2018
2-s2.0-85049674972,,3612,2018
2-s2.0-85049674972,,2742,2018
2-s2.0-85045128638,"AllerGen Chulalongkorn University Departamento de Ingeniería Mecánica, Universidad de Chile Department of Materials Science and Engineering, Faculty of Engineering and Industrial Technology Lunds Tekniska Högskola, Lunds universitet Silpakorn University Thailand National Organization",1502,2018
2-s2.0-85045128638,"AllerGen Chulalongkorn University Departamento de Ingeniería Mecánica, Universidad de Chile Department of Materials Science and Engineering, Faculty of Engineering and Industrial Technology Lunds Tekniska Högskola, Lunds universitet Silpakorn University Thailand National Organization",2204,2018
2-s2.0-85045128638,"AllerGen Chulalongkorn University Departamento de Ingeniería Mecánica, Universidad de Chile Department of Materials Science and Engineering, Faculty of Engineering and Industrial Technology Lunds Tekniska Högskola, Lunds universitet Silpakorn University Thailand National Organization",2500,2018
2-s2.0-85045128638,"AllerGen Chulalongkorn University Departamento de Ingeniería Mecánica, Universidad de Chile Department of Materials Science and Engineering, Faculty of Engineering and Industrial Technology Lunds Tekniska Högskola, Lunds universitet Silpakorn University Thailand National Organization",3104,2018
2-s2.0-85048711828,,2735,2018
2-s2.0-85046136591,,3110,2018
2-s2.0-85046136591,,1606,2018
2-s2.0-85046136591,,1505,2018
2-s2.0-85043242314,Chulalongkorn University Thailand National Organization,1600,2018
2-s2.0-85043242314,Chulalongkorn University Thailand National Organization,2304,2018
2-s2.0-85043242314,Chulalongkorn University Thailand National Organization,1500,2018
2-s2.0-85043242314,Chulalongkorn University Thailand National Organization,2105,2018
2-s2.0-85044339553,,3505,2018
2-s2.0-85057083547,,2713,2018
2-s2.0-85057083547,,2705,2018
2-s2.0-85050640287,Chulalongkorn University Thailand National Organization,2800,2018
2-s2.0-85050640287,Chulalongkorn University Thailand National Organization,1300,2018
2-s2.0-85050640287,Chulalongkorn University Thailand National Organization,1100,2018
2-s2.0-85054184829,,2700,2018
2-s2.0-85041738585,Chulalongkorn University Thailand National Organization,1605,2018
2-s2.0-85041738585,Chulalongkorn University Thailand National Organization,2507,2018
2-s2.0-85041738585,Chulalongkorn University Thailand National Organization,2505,2018
2-s2.0-85054040839,,1705,2018
2-s2.0-85054040839,,2205,2018
2-s2.0-85054040839,,2210,2018
2-s2.0-85054040839,,2211,2018
2-s2.0-85054040839,,2213,2018
2-s2.0-85054040839,,2206,2018
2-s2.0-85061958318,,2900,2018
2-s2.0-85061958318,,2910,2018
2-s2.0-85061958318,,2903,2018
2-s2.0-85061958318,,2913,2018
2-s2.0-85061958318,,2902,2018
2-s2.0-85045025830,,3004,2018
2-s2.0-85045025830,,2738,2018
2-s2.0-85042621688,,2206,2018
2-s2.0-85042621688,,2500,2018
2-s2.0-85042621688,,1909,2018
2-s2.0-85042621688,,2211,2018
2-s2.0-85055174378,,2705,2018
2-s2.0-85049063852,,2613,2018
2-s2.0-85049063852,,1303,2018
2-s2.0-85049063852,,1312,2018
2-s2.0-85049063852,,1706,2018
2-s2.0-85049063852,,1703,2018
2-s2.0-85049063852,,2605,2018
2-s2.0-85043984026,,2731,2018
2-s2.0-85057607480,,1105,2018
2-s2.0-85057607480,,1110,2018
2-s2.0-85057982236,,1105,2018
2-s2.0-85057982236,,2303,2018
2-s2.0-85057982236,,1101,2018
2-s2.0-85057982236,,1911,2018
2-s2.0-85040707959,,2734,2018
2-s2.0-85040707959,,1312,2018
2-s2.0-85029151002,,2504,2018
2-s2.0-85029151002,,3107,2018
2-s2.0-85029151002,,2208,2018
2-s2.0-85057461681,,2500,2018
2-s2.0-85057461681,,2200,2018
2-s2.0-85048339597,JSPS-NRCT Japan Society for Promotion of Science Tokyo University Towa Foundation,1105,2018
2-s2.0-85048339597,JSPS-NRCT Japan Society for Promotion of Science Tokyo University Towa Foundation,1314,2018
2-s2.0-85048339597,JSPS-NRCT Japan Society for Promotion of Science Tokyo University Towa Foundation,1104,2018
2-s2.0-85048339597,JSPS-NRCT Japan Society for Promotion of Science Tokyo University Towa Foundation,1103,2018
2-s2.0-85048339597,JSPS-NRCT Japan Society for Promotion of Science Tokyo University Towa Foundation,1312,2018
2-s2.0-85048339597,JSPS-NRCT Japan Society for Promotion of Science Tokyo University Towa Foundation,1109,2018
